Location,Zip Code,Gender,Language,Product Name,Payment Method,Clickstream Data,Search Query,Bounce Rate,Survey Response,Device Type,Browser Type,Operating System,COGS,Revenue Trend,Expense Breakdown,Region-wise Revenue Contribution,Customer ID,Transaction Date,Previous Category,Labor Cost,Raw Material Cost,Shipping Cost,Awareness Stage,Consideration Stage,Intent Stage,Return Requests,Out of Stock Occurrences,Defective Complaints,Churn Reason,Product Price,Chargebacks,Number of Chargebacks,Order Shipment Time,Placement Time,Delivery Time,Delivery Delays,Reason for Delivery Delays,Return Due to Delivery Issues,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Store_Location_City,Store_Location_Country,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,In_Store_Advertising_Effectiveness,Product_Issue_Reported,Campaign_Exposure,Return_Flag,Purchase_Frequency,Product_Views,Wishlist_Adds,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Order_Fulfillment_Time,Ad_Clicks,Coupon_Code_Usage,Product_Bundling_Preferences,Churn_Risk,Repeat_Purchase_Decline,Discounted,Return_Rate,Defective_Flag
Toronto,94358,Other,Hindi,Bournville,UPI,Home > Chocolate > Bournville,Bournville,0.0,Neutral,Desktop,Edge,MacOS,61.7,96.9571428571428,1.13452188006482,17.6285714285714,8610,2022-12-01,Trident,92.98632781112892,271.7722790940364,93.5715931966888,1,3,4,4,4,1,Service,376.0,0,0,00:03:00,00:01:00,00:06:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,28886,Other,French,Oreo,Cash on Delivery,Home > Biscuits > Oreo,Oreo,0.0,Negative,Tablet,Safari,iOS,46.9,73.7,1.49253731343283,13.4,2993,2022-05-01,Dentyne,233.8833884658193,322.6305265109622,80.67201239463394,9,3,5,9,2,0,Service,464.0,0,0,00:07:00,00:02:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,26431,Other,Chinese,Sour Patch,UPI,Home > Candy > Sour Patch,Sour Patch,1.0,Neutral,Desktop,Edge,iOS,19.6848484848484,30.9333333333333,3.55603448275862,5.62424242424242,1869,2023-08-01,Schweppes,181.7152693450946,926.1007800444752,18.86682623460338,6,9,5,4,1,2,No Need,259.0,0,0,00:06:00,00:00:00,00:09:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,39484,Other,Spanish,Dairy Milk,Credit Card,Home > Chocolate > Dairy Milk,Dairy Milk,0.0,Negative,Mobile,Edge,Android,33.359375,52.421875,2.0983606557377,9.53125,2014,2022-04-01,Tang,109.842432991169,524.4108980332982,12.22434617184167,7,3,1,1,3,2,Other,345.0,0,0,00:03:00,00:03:00,00:05:00,No,Shipping carrier issue,Yes,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,71802,Male,French,BelVita,Credit Card,Home > Biscuits > BelVita,BelVita,1.0,Neutral,Mobile,Firefox,MacOS,640.849999999999,1007.05,0.109229929000546,183.1,1602,2022-04-01,Schweppes,325.0358695365802,212.7182735843219,22.29310521092445,7,6,2,7,1,1,Other,447.0,0,0,00:01:00,00:00:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,42319,Male,English,Oreo,UPI,Home > Biscuits > Oreo,Oreo,1.0,Positive,Mobile,Edge,Android,15.2075,23.8975,4.60299194476409,4.345,1690,2023-07-01, Star,357.5884117835914,914.573394567628,38.96415972104427,1,9,6,1,0,2,No Need,152.0,0,0,00:06:00,00:01:00,00:06:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,76170,Other,Hindi,Mirinda,PayPal,Home > Beverages > Mirinda,Snacks,1.0,Negative,Tablet,Chrome,iOS,13.6666666666666,21.4761904761904,5.12195121951219,3.9047619047619,9685,2022-12-01,Bournville,364.0857184602314,507.1573172990342,31.72886732777279,2,5,5,9,1,2,No Need,173.0,0,0,00:05:00,00:01:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,55779,Female,Chinese,Bournville,UPI,Home > Chocolate > Bournville,Bournville,1.0,Positive,Desktop,Chrome,iOS,21.8037037037037,34.2629629629629,3.21046373365041,6.22962962962962,1489,2021-01-01,Mirinda,128.8747664468219,217.4961957809141,43.27832531460223,3,9,9,5,1,1,Price,294.0,0,0,00:01:00,00:01:00,00:02:00,Yes,High demand,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,69884,Male,English,Clorets,PayPal,Home > Candy > Clorets,Clorets,0.0,Negative,Mobile,Edge,Android,4.14999999999999,6.52142857142856,16.867469879518,1.18571428571428,7864,2021-11-01,Dairy Milk,187.6297132015969,451.7406743790785,22.87693234474455,8,9,7,7,3,0,No Need,428.0,0,0,00:03:00,00:03:00,00:03:00,Yes,Address issues,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,18932,Male,Chinese,Dentyne,Credit Card,Home > Gum > Dentyne,Dentyne,0.0,Negative,Tablet,Firefox,Windows,42.56,66.88,1.64473684210526,12.16,8240,2022-09-01,Dairy Milk,139.5738066041143,630.3963277509672,77.7252834202583,9,6,5,5,0,1,Service,405.0,0,0,00:02:00,00:02:00,00:03:00,Yes,Address issues,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,80078,Male,Hindi,Schweppes,PayPal,Home > Beverages > Schweppes,Schweppes,1.0,Negative,Desktop,Safari,MacOS,56.1590909090909,88.25,1.24645892351274,16.0454545454545,8786,2021-04-01,Stride,320.6004040300915,426.107826292033,86.07668724679037,8,8,9,3,1,0,Quality,258.0,0,0,00:04:00,00:03:00,00:05:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,28178,Other,Chinese,BelVita,UPI,Home > Biscuits > BelVita,BelVita,1.0,Positive,Tablet,Firefox,Windows,16.5878787878787,26.0666666666666,4.21994884910486,4.73939393939393,9024,2021-07-01,Tang,305.1866459038445,931.8939023450212,53.91572979966659,6,9,1,3,4,0,Service,470.0,0,0,00:07:00,00:00:00,00:07:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,61925,Female,Spanish,Stride,Cash on Delivery,Home > Gum > Stride,Snacks,1.0,Negative,Desktop,Chrome,Android,32.536,51.128,2.15146299483648,9.296,1294,2023-02-01,Dairy Milk,276.4910466927087,342.7154413414765,96.08740733950457,2,9,3,5,2,2,No Need,477.0,0,0,00:03:00,00:03:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,99579,Female,French,Clorets,Credit Card,Home > Candy > Clorets,Clorets,0.0,Neutral,Tablet,Edge,Windows,12.3977777777777,19.4822222222222,5.64617314930991,3.54222222222222,6488,2021-12-01,Tang,183.2254513478066,258.2428739938939,20.83100049416407,2,8,2,3,1,1,Other,442.0,0,0,00:06:00,00:00:00,00:07:00,Yes,High demand,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,33931,Female,Chinese,TUC,Credit Card,Home > Biscuits > TUC,TUC,0.0,Neutral,Tablet,Firefox,Android,73.9277777777777,116.172222222222,0.94687006838506,21.1222222222222,5027,2023-07-01,Mirinda,156.6738170587093,298.856054473799,19.52325038142551,7,4,7,7,0,2,Service,363.0,0,0,00:01:00,00:03:00,00:04:00,Yes,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,20229,Other,French,Trident,UPI,Home > Gum > Trident,Trident,0.0,Neutral,Desktop,Safari,Android,33.0361111111111,51.9138888888888,2.11889346674514,9.43888888888888,3912,2022-05-01, Star,450.6835245152323,175.3749519395475,28.03592360448649,9,8,9,8,1,2,Other,453.0,0,0,00:04:00,00:02:00,00:06:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,86042,Other,French,TUC,PayPal,Home > Biscuits > TUC,TUC,0.0,Neutral,Desktop,Safari,Android,8.44883720930232,13.2767441860465,8.28516377649326,2.41395348837209,5744,2023-09-01,Sour Patch,71.98428046679503,507.0665207429478,98.37213010154368,6,2,2,0,2,0,Service,158.0,0,0,00:01:00,00:00:00,00:02:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,89167,Other,French,Oreo,PayPal,Home > Biscuits > Oreo,Oreo,0.0,Negative,Desktop,Chrome,Windows,16.9484848484848,26.6333333333333,4.13016270337922,4.84242424242424,2873,2021-11-01,Clorets,345.3792704998096,890.500535177223,47.48480306491953,1,3,6,3,0,2,Other,426.0,0,0,00:06:00,00:01:00,00:07:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,47499,Male,French,Dairy Milk,Credit Card,Home > Chocolate > Dairy Milk,Snacks,0.0,Positive,Mobile,Edge,iOS,14.625,22.9821428571428,4.78632478632478,4.17857142857142,4258,2023-04-01,Schweppes,58.80964146362537,374.8056449308539,93.16952249854305,9,9,2,3,3,1,Service,397.0,0,0,00:01:00,00:01:00,00:02:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Mumbai,70653,Female,Chinese,Tang,Credit Card,Home > Beverages > Tang,Tang,1.0,Neutral,Tablet,Safari,Android,175.7,276.1,0.398406374501992,50.2,3817,2023-08-01,TUC,137.2271574543357,332.5038566450435,28.18087787836845,7,4,3,1,0,2,Other,99.0,0,0,00:02:00,00:03:00,00:05:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,18871,Other,English,BelVita,UPI,Home > Biscuits > BelVita,Snacks,1.0,Neutral,Tablet,Firefox,iOS,35.05,55.0785714285714,1.99714693295292,10.0142857142857,9636,2021-01-01,BelVita,180.2675609883273,853.64619782272,86.14928260728836,3,2,1,5,3,2,Quality,453.0,0,0,00:04:00,00:01:00,00:06:00,Yes,Inventory issues,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,17849,Female,French,Bournville,Credit Card,Home > Chocolate > Bournville,Bournville,1.0,Negative,Desktop,Edge,Windows,11.9933333333333,18.8466666666666,5.83657587548638,3.42666666666666,4641,2023-04-01,Halls,448.918686167559,375.3953698878379,37.90165327693958,2,3,6,2,0,0,Price,154.0,0,0,00:04:00,00:00:00,00:04:00,Yes,High demand,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,49538,Other,Chinese,Clorets,Cash on Delivery,Home > Candy > Clorets,Clorets,0.0,Negative,Tablet,Firefox,iOS,25.025,39.325,2.79720279720279,7.15,5458,2021-07-01,Halls,111.9807201077018,529.2027815995198,76.09594637791967,3,7,2,6,2,1,Service,469.0,0,0,00:06:00,00:01:00,00:09:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,79746,Other,English,Stride,Cash on Delivery,Home > Gum > Stride,Stride,0.0,Positive,Tablet,Safari,Windows,36.95,58.0642857142857,1.89445196211096,10.5571428571428,6307,2021-02-01,Dentyne,472.0129499366278,128.1142872712242,97.70156349604636,2,9,3,4,2,2,Quality,422.0,0,0,00:07:00,00:02:00,00:10:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,61114,Female,French,Trident,UPI,Home > Gum > Trident,Trident,0.0,Positive,Desktop,Edge,Android,59.2666666666666,93.1333333333333,1.18110236220472,16.9333333333333,9933,2022-12-01,Trident,416.9553369060188,358.3645736984874,93.97221795829918,2,7,6,3,0,0,Price,76.0,0,0,00:02:00,00:02:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,52255,Female,Spanish,Mirinda,Credit Card,Home > Beverages > Mirinda,Mirinda,1.0,Neutral,Desktop,Edge,Android,34.3875,54.0375,2.03562340966921,9.825,3041,2021-04-01,Dairy Milk,355.5708908525563,217.5039730538422,84.81953151816593,4,8,6,4,1,2,Service,337.0,0,0,00:03:00,00:03:00,00:05:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,84874,Other,English,Trident,PayPal,Home > Gum > Trident,Trident,1.0,Negative,Desktop,Firefox,Windows,7.84482758620689,12.3275862068965,8.92307692307692,2.24137931034482,1679,2022-07-01,Trident,235.2857657903461,195.2615007752535,14.51855075634759,6,3,4,7,2,1,Quality,306.0,0,0,00:01:00,00:00:00,00:04:00,Yes,Weather,No,Yes,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,70429,Male,Hindi, Star,Cash on Delivery,Home > Chocolate > 5 Star,5 Star,0.0,Negative,Desktop,Safari,Windows,26.6,41.8,2.63157894736842,7.6,6738,2023-02-01,Sour Patch,457.3655947054005,488.2756593876568,64.69928936533954,3,7,1,2,3,2,Quality,322.0,0,0,00:05:00,00:02:00,00:05:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
London,97065,Other,French,Stride,UPI,Home > Gum > Stride,Stride,1.0,Neutral,Desktop,Firefox,Windows,21.5104166666666,33.8020833333333,3.25423728813559,6.14583333333333,6668,2021-11-01,Sour Patch,287.5797634139828,349.5991509208476,85.19033702001933,9,1,7,6,3,2,Quality,186.0,0,0,00:01:00,00:02:00,00:04:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
NewYork,11244,Other,Spanish,Schweppes,Cash on Delivery,Home > Beverages > Schweppes,Schweppes,0.0,Neutral,Desktop,Edge,Android,28.7777777777777,45.2222222222222,2.43243243243243,8.22222222222222,8697,2021-11-01,Clorets,217.0433875729133,249.8020876899293,45.93939308265757,5,6,2,5,4,0,No Need,389.0,0,0,00:01:00,00:00:00,00:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,24618,Other,French,Dentyne,UPI,Home > Gum > Dentyne,Dentyne,0.0,Neutral,Tablet,Chrome,iOS,42.1346153846153,66.2115384615384,1.66134185303514,12.0384615384615,9033,2021-03-01,Trident,313.5307955290737,560.3367432432553,75.80691537428291,5,3,6,0,3,2,Other,350.0,0,0,00:03:00,00:01:00,00:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,58793,Other,English,TUC,UPI,Home > Biscuits > TUC,TUC,1.0,Negative,Tablet,Edge,MacOS,35.1473684210526,55.2315789473684,1.99161425576519,10.0421052631578,1062,2021-12-01,Dentyne,154.5204422181365,805.6395846500935,22.4301861221042,7,2,7,6,4,0,Price,371.0,0,0,00:01:00,00:01:00,00:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,87879,Male,French,Clorets,UPI,Home > Candy > Clorets,Clorets,0.0,Neutral,Mobile,Edge,MacOS,41.8727272727272,65.8,1.67173252279635,11.9636363636363,8829,2021-03-01,Clorets,172.7951797485599,761.373234959155,25.90885950171181,9,4,2,6,0,1,Other,81.0,0,0,00:02:00,00:03:00,00:02:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,67007,Other,Chinese, Star,PayPal,Home > Chocolate > 5 Star,Snacks,0.0,Negative,Mobile,Firefox,Windows,87.4125,137.3625,0.8008008008008,24.975,8352,2023-03-01,Halls,463.6915286051342,325.6866391443534,67.93385476709803,1,9,6,0,0,2,Other,94.0,0,0,00:02:00,00:01:00,00:03:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Sydney,32514,Male,English,Schweppes,Credit Card,Home > Beverages > Schweppes,Schweppes,0.0,Negative,Tablet,Chrome,iOS,8.204,12.892,8.53242320819112,2.344,7915,2021-02-01,Oreo,407.2670786875707,336.821182155165,49.33999182140394,9,6,1,8,0,1,Other,314.0,0,0,00:04:00,00:00:00,00:06:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
Toronto,98376,Other,English,Clorets,Cash on Delivery,Home > Candy > Clorets,Clorets,1.0,Negative,Tablet,Safari,MacOS,27.0285714285714,42.4734693877551,2.58985200845666,7.72244897959183,9326,2022-04-01,Schweppes,281.0753281270004,758.7116328327457,29.64261299268297,2,9,6,5,1,1,Quality,79.0,0,0,00:06:00,00:02:00,00:08:00,No,Shipping carrier issue,No,No,Credit card expired,Own Website Data,Generic Retailer,New York,India,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Medium,0,Yes,0,5,50,1,Mumbai,Australia,Standard,0.5152899999999999,00:05:24,9,2,Candy & Gum,Low,49.00095999999999,True,15.66809,1
