Location,Product Name,Purchase History,Payment Method,Search Query,Survey Response,Device Type,Browser Type,Operating System,IP Address,Referral Source,Net Profit,Operating Expenses,Revenue Trend,Expense Breakdown,Gross vs Net Profit,Region-wise Revenue Contribution,Previous Category,Labor Cost,Raw Material Cost,Shipping Cost,Income Group,First Interaction Date,Awareness Stage,Consideration Stage,Intent Stage,Out of Stock Occurrences,Last Purchase Date,Product Price,#Fraud Flag,Average Resolution Time,Average Response Time,Ticket Resolution Time,Order Shipment Time,Placement Time,Delivery Time,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,Customer Segment,In_Store_Advertising_Effectiveness,Customer Segment Type,Region,Order_ID,Purchase_Frequency,Product_Views,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Product_Bundling_Preferences,Discounted,Return_Rate,Channel,Churn_Risk
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-08-19,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Chocolate,Low,In Stock,7,0.75,8,Bread,0.54,11.54,Medium,3183,Young Adults,Low,Loyal,North,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Tablet,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-07-17,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Candy,High,In Stock,6,0.66,7,Snacks,0.66,43.58,Medium,1154,Mixed,Low,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-09-12,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Gum,Low,In Stock,8,0.46,4,Dairy,0.21,23.94,Low,2521,Young Adults,Low,New,East,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-10-02,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Gum,Medium,In Stock,5,0.76,7,Soft Drinks,0.18,40.42,Low,3453,Mixed,High,New,West,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-11-24,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Gum,High,In Stock,7,0.92,4,Bread,0.93,21.31,Low,1071,Young Adults,Low,Loyal,East,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-02-24,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Chocolate,Low,In Stock,5,0.31,5,Snacks,0.28,44.73,High,3862,Families,Medium,Loyal,West,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-11-10,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Chocolate,High,In Stock,5,0.94,2,Snacks,0.45,46.84,Medium,2992,Seniors,High,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-11-01,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Candy,Low,In Stock,6,0.64,10,Soft Drinks,0.48,20.18,Medium,4097,Families,Medium,Loyal,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-10-20,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Beverages,Medium,Out of Stock,9,0.71,10,Bread,0.14,11.42,Low,1630,Mixed,Medium,New,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-08-25,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Beverages,High,In Stock,4,0.6,3,Snacks,0.64,32.95,High,2774,Mixed,Medium,New,West,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-02-27,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Biscuits,Medium,In Stock,5,0.13,6,Bread,0.79,45.87,Medium,4946,Young Adults,High,New,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-10-30,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Candy,Low,In Stock,6,0.4,2,Dairy,0.43,32.93,Low,1248,Families,Low,New,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-03-01,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Chocolate,Low,In Stock,9,0.91,10,Soft Drinks,0.5,44.41,High,4879,Seniors,Medium,Loyal,North,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-07-05,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Beverages,Medium,In Stock,3,0.41,4,Dairy,0.31,24.12,Medium,4984,Young Adults,Medium,Returning,West,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-12-03,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Snacks,Low,Out of Stock,3,0.06,1,Dairy,0.72,40.71,High,3809,Young Adults,Low,New,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-05-05,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Candy,Medium,In Stock,9,0.73,1,Soft Drinks,0.11,37.34,Medium,810,Mixed,High,Loyal,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-05-13,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Biscuits,Medium,In Stock,9,0.22,4,Soft Drinks,0.93,31.92,Low,2615,Seniors,High,Loyal,West,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-07-31,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Candy,High,In Stock,4,0.64,8,Snacks,0.85,36.5,Medium,4705,Families,Low,New,West,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-02-01,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Snacks,High,In Stock,8,0.2,1,Bread,0.77,44.45,Low,4402,Families,Medium,Returning,East,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-12-24,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Snacks,Low,In Stock,9,0.88,1,Dairy,0.48,44.33,High,3941,Young Adults,High,Returning,East,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-10-27,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Beverages,Medium,In Stock,5,0.9,10,Dairy,0.66,38.81,Medium,4195,Mixed,Low,Returning,North,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-08-30,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Chocolate,Medium,In Stock,6,0.94,6,Snacks,0.47,13.48,Low,3921,Seniors,Low,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-11-25,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Candy,High,In Stock,10,0.75,8,Dairy,0.19,11.49,High,1647,Families,Medium,New,West,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-05-07,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Chocolate,Low,In Stock,6,0.0,3,Dairy,0.44,12.28,Medium,1375,Families,Low,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-10-19,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Chocolate,Medium,In Stock,1,0.12,4,Dairy,0.54,14.14,High,3624,Families,Low,Loyal,East,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-12-01,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Biscuits,Low,In Stock,9,0.71,5,Soft Drinks,0.51,36.22,High,1938,Young Adults,Low,Loyal,East,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-05-18,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Gum,High,Out of Stock,6,0.63,5,Dairy,0.87,18.0,Low,4014,Young Adults,Medium,New,East,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-03-03,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Gum,High,In Stock,7,0.25,8,Snacks,0.62,21.88,High,3445,Families,High,New,West,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Tablet,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-01-18,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Gum,Medium,In Stock,3,0.02,9,Soft Drinks,0.13,40.22,Low,1373,Mixed,High,Loyal,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-03-21,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Chocolate,High,Out of Stock,5,0.32,8,Dairy,0.61,21.32,Medium,3566,Seniors,High,Returning,West,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-12-26,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Candy,Medium,In Stock,5,0.51,9,Snacks,0.77,14.32,Low,4396,Mixed,High,Returning,South,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-10-27,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Candy,Low,In Stock,5,0.39,2,Bread,0.79,13.35,High,4607,Young Adults,Medium,Returning,North,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-05-10,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Biscuits,Medium,In Stock,3,0.77,4,Bread,0.17,48.39,High,2936,Young Adults,Low,Returning,East,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-09-07,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Biscuits,Low,In Stock,4,0.59,1,Soft Drinks,0.18,39.09,Low,1814,Young Adults,High,Returning,East,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-02-15,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Candy,Low,In Stock,7,0.97,5,Snacks,0.8,14.28,Medium,970,Families,High,Returning,East,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-04-29,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Chocolate,Medium,In Stock,7,0.23,5,Bread,0.55,36.55,Low,4278,Seniors,Medium,New,East,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Desktop,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-01-16,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Biscuits,Medium,In Stock,8,0.19,5,Dairy,0.25,44.59,High,1870,Families,Low,Loyal,West,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
Toronto,Generic Product,Beauty,UPI,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-04-09,2,2,2,1,2023-12-14,149.402795,0,00:01:33,00:00:45,00:01:29,00:03:57,00:01:26,00:05:26,No,Credit card expired,Retail Data,Generic Retailer,Gum,Medium,In Stock,1,0.03,6,Soft Drinks,0.24,9.59,Medium,2033,Mixed,Medium,Loyal,East,ORD10000,5,50,Mumbai,Australia,Standard,0.5152899999999999,Candy & Gum,True,15.66809,Web,Low
